city,State,month,year,Avg_airbnb_price,Avg_house_price
Salem,MA,2,2020,116.25,207472.1
Salem,MA,3,2020,107.5,208386.7
Salem,MA,4,2020,65,209333.2
Salem,MA,5,2020,89,210680.2
Salem,MA,6,2020,105,211759.2
Salem,MA,7,2019,205,203666.8
Salem,MA,7,2020,93,212925.15
Salem,MA,8,2013,175,158623.736842105
Salem,MA,8,2017,570,184751.2
Salem,MA,8,2019,50,204363.05
Salem,MA,9,2019,105,205059.45
Salem,MA,11,2019,155,205980.95
Salem,MA,12,2019,39,206274.4
San Diego,CA,1,2014,960,278434
San Diego,CA,1,2016,192.5,304903
San Diego,CA,1,2017,170,318556.5
San Diego,CA,1,2018,242.5,347871.5
San Diego,CA,1,2019,132.5,356753
San Diego,CA,1,2020,230,368566
San Diego,CA,2,2015,150,282343.5
San Diego,CA,2,2016,200,306103.5
San Diego,CA,2,2017,270,320317.5
San Diego,CA,2,2018,390,351357
San Diego,CA,2,2019,250,355929
San Diego,CA,2,2020,227.5,370716
San Diego,CA,3,2015,242.5,285568
San Diego,CA,3,2016,275,305415.5
San Diego,CA,3,2017,69,323096.5
San Diego,CA,3,2018,260,353570
San Diego,CA,3,2019,280,355594.5
San Diego,CA,3,2020,212.5,373743
San Diego,CA,4,2015,202.5,288134
San Diego,CA,4,2017,235,326629.5
San Diego,CA,4,2018,425,353400.5
San Diego,CA,4,2019,200,357770.5
San Diego,CA,4,2020,475,376121.5
San Diego,CA,5,2015,43,290605.5
San Diego,CA,5,2017,111.25,330078
San Diego,CA,5,2018,395,353340
San Diego,CA,5,2019,330,359863.5
San Diego,CA,5,2020,485,378599.5
San Diego,CA,6,2014,167.5,279454.5
San Diego,CA,6,2015,780,290984.5
San Diego,CA,6,2017,530,332317
San Diego,CA,6,2018,255,354573
San Diego,CA,6,2019,265,362735
San Diego,CA,6,2020,435,379797
San Diego,CA,7,2014,480,280296
San Diego,CA,7,2015,207.5,291750.5
San Diego,CA,7,2016,202.5,309212.5
San Diego,CA,7,2017,242.5,334201.5
San Diego,CA,7,2018,260,356472.5
San Diego,CA,7,2019,280,364984
San Diego,CA,7,2020,335,381560
San Diego,CA,8,2012,140,225127
San Diego,CA,8,2014,165,279399.5
San Diego,CA,8,2015,265,293179.5
San Diego,CA,8,2016,290,311397.5
San Diego,CA,8,2017,1187.5,334936.5
San Diego,CA,8,2018,265,358236.5
San Diego,CA,8,2019,310,366185.5
San Diego,CA,9,2014,300,279773.5
San Diego,CA,9,2015,147.5,295010.5
San Diego,CA,9,2016,280,313337.5
San Diego,CA,9,2017,182.5,336778.5
San Diego,CA,9,2018,250,358563
San Diego,CA,9,2019,280,366335
San Diego,CA,10,2012,1300,230162
San Diego,CA,10,2015,150,297159.5
San Diego,CA,10,2016,177.5,315646
San Diego,CA,10,2017,242.5,339260.5
San Diego,CA,10,2018,227.5,358739
San Diego,CA,10,2019,260,365909.5
San Diego,CA,11,2014,108.75,281970.5
San Diego,CA,11,2015,950,298783
San Diego,CA,11,2016,167.5,317087
San Diego,CA,11,2017,570,341648
San Diego,CA,11,2018,280,358630
San Diego,CA,11,2019,215,365991
San Diego,CA,12,2013,200,275807
San Diego,CA,12,2016,210,318460
San Diego,CA,12,2017,395,344038
San Diego,CA,12,2018,265,358404
San Diego,CA,12,2019,242.5,366714
San Francisco,CA,1,2015,47.5,1069153
San Francisco,CA,1,2016,560,1246178
San Francisco,CA,1,2017,260,1233057
San Francisco,CA,1,2018,270,1342001
San Francisco,CA,1,2019,410,1429381
San Francisco,CA,1,2020,255,1463034
San Francisco,CA,2,2015,140,1078423
San Francisco,CA,2,2016,760,1253289
San Francisco,CA,2,2017,192.5,1229101
San Francisco,CA,2,2018,197.5,1355672
San Francisco,CA,2,2019,217.5,1428176
San Francisco,CA,2,2020,242.5,1467416
San Francisco,CA,3,2013,105,850381
San Francisco,CA,3,2014,570,1001474
San Francisco,CA,3,2015,127.5,1093801
San Francisco,CA,3,2016,232.5,1249963
San Francisco,CA,3,2017,113.75,1227849
San Francisco,CA,3,2018,220,1378117
San Francisco,CA,3,2019,245,1424793
San Francisco,CA,3,2020,157.5,1463329
San Francisco,CA,4,2013,175,858086
San Francisco,CA,4,2014,207.5,1017861
San Francisco,CA,4,2015,400,1112292
San Francisco,CA,4,2016,202.5,1235428
San Francisco,CA,4,2017,260,1236250
San Francisco,CA,4,2018,390,1398576
San Francisco,CA,4,2019,200,1416172
San Francisco,CA,4,2020,127.5,1462477
San Francisco,CA,5,2011,100,729010
San Francisco,CA,5,2015,113.75,1119917
San Francisco,CA,5,2016,232.5,1235477
San Francisco,CA,5,2017,227.5,1249363
San Francisco,CA,5,2018,280,1409063
San Francisco,CA,5,2019,185,1420850
San Francisco,CA,5,2020,123.75,1453186
San Francisco,CA,6,2013,177.5,898625
San Francisco,CA,6,2015,157.5,1135629
San Francisco,CA,6,2016,290,1229229
San Francisco,CA,6,2017,121.25,1263011
San Francisco,CA,6,2018,240,1424330
San Francisco,CA,6,2019,170,1425103
San Francisco,CA,6,2020,142.5,1444659
San Francisco,CA,7,2012,200,755464
San Francisco,CA,7,2014,130,1029944
San Francisco,CA,7,2015,187.5,1155906
San Francisco,CA,7,2016,210,1218890
San Francisco,CA,7,2017,415,1277963
San Francisco,CA,7,2018,237.5,1433650
San Francisco,CA,7,2019,202.5,1432671
San Francisco,CA,7,2020,172.5,1435850
San Francisco,CA,8,2014,240,1027010
San Francisco,CA,8,2015,730,1179763
San Francisco,CA,8,2016,300,1207787
San Francisco,CA,8,2017,240,1293659
San Francisco,CA,8,2018,202.5,1443843
San Francisco,CA,8,2019,205,1428699
San Francisco,CA,8,2020,182.5,1435342
San Francisco,CA,9,2011,80,714648
San Francisco,CA,9,2013,350,932922
San Francisco,CA,9,2014,300,1030041
San Francisco,CA,9,2015,140,1200397
San Francisco,CA,9,2016,325,1206655
San Francisco,CA,9,2017,160,1307700
San Francisco,CA,9,2018,190,1441793
San Francisco,CA,9,2019,170,1428105
San Francisco,CA,9,2020,155,1438173
San Francisco,CA,10,2013,185,938839
San Francisco,CA,10,2014,107.5,1035575
San Francisco,CA,10,2015,175,1216245
San Francisco,CA,10,2016,212.5,1212969
San Francisco,CA,10,2017,130,1315622
San Francisco,CA,10,2018,212.5,1443553
San Francisco,CA,10,2019,225,1435848
San Francisco,CA,11,2013,150,943925
San Francisco,CA,11,2015,10000,1220385
San Francisco,CA,11,2016,175,1225380
San Francisco,CA,11,2017,205,1323987
San Francisco,CA,11,2018,207.5,1438728
San Francisco,CA,11,2019,320,1445615
San Francisco,CA,12,2013,30,955731
San Francisco,CA,12,2014,38,1064127
San Francisco,CA,12,2015,295,1230399
San Francisco,CA,12,2016,225,1231639
San Francisco,CA,12,2017,177.5,1332640
San Francisco,CA,12,2018,145,1430871
San Francisco,CA,12,2019,237.5,1460906
Seattle,WA,1,2018,207.5,750657
Seattle,WA,1,2019,210,763638
Seattle,WA,1,2020,162.5,756699
Seattle,WA,2,2018,300,763547
Seattle,WA,2,2019,150,757032
Seattle,WA,2,2020,167.5,762225
Seattle,WA,3,2016,480,581951
Seattle,WA,3,2018,113.75,775721
Seattle,WA,3,2019,137.5,751609
Seattle,WA,3,2020,150,767386
Seattle,WA,4,2016,66,591414
Seattle,WA,4,2017,79,665840
Seattle,WA,4,2018,127.5,784362
Seattle,WA,4,2019,195,747519
Seattle,WA,4,2020,152.5,773758
Seattle,WA,5,2014,225,471952
Seattle,WA,5,2015,50,517945
Seattle,WA,5,2016,135,597874
Seattle,WA,5,2017,242.5,676061
Seattle,WA,5,2018,175,788776
Seattle,WA,5,2019,220,747840
Seattle,WA,5,2020,142.5,779057
Seattle,WA,6,2016,207.5,604634
Seattle,WA,6,2017,260,688009
Seattle,WA,6,2018,177.5,789466
Seattle,WA,6,2019,180,747003
Seattle,WA,6,2020,130,784774
Seattle,WA,7,2017,170,699782
Seattle,WA,7,2018,207.5,785791
Seattle,WA,7,2019,160,747248
Seattle,WA,8,2015,117.5,536256
Seattle,WA,8,2016,135,616062
Seattle,WA,8,2017,197.5,709379
Seattle,WA,8,2018,187.5,781721
Seattle,WA,8,2019,205,745279
Seattle,WA,9,2014,210,480910
Seattle,WA,9,2015,65,544495
Seattle,WA,9,2016,155,621174
Seattle,WA,9,2017,132.5,717388
Seattle,WA,9,2018,132.5,780382
Seattle,WA,9,2019,167.5,742759
Seattle,WA,10,2015,150,551803
Seattle,WA,10,2016,255,625422
Seattle,WA,10,2017,840,727243
Seattle,WA,10,2018,125,778736
Seattle,WA,10,2019,137.5,739797
Seattle,WA,11,2016,97,632598
Seattle,WA,11,2017,172.5,734220
Seattle,WA,11,2018,162.5,775093
Seattle,WA,11,2019,155,742021
Seattle,WA,12,2015,82,564579
Seattle,WA,12,2016,120,641022
Seattle,WA,12,2017,175,742446
Seattle,WA,12,2018,260,769120
Seattle,WA,12,2019,175,748944
